Original,Translation
baakwa bali bamenyile mu sibala sienywe balanyoola bunyali buli lwosi,wanaoanguka ni wanaoishi kwa nchi yenu watapata uwezo kila mara
se alabao omundu akhaba mulala ne kakhali enywe mulaboombelelwa akhuyeeta ewe tawe,hatakuwepo mtu hata mmoja isipokuwa nyinyi mtapungukiwa hutasaidiwa
babaana bowo basoleeli ne bakhaana balaanwa nga banasiobi ewe ne ololelee,watoto wako wavulana na wasichana watapeanwa kama watumwa wewe ukiwa unatazama
balaba ne chirupi che khumwekopia enywe ne kakhali enywe se mulaba ne chirupia,watakuwa na pesa za kuwakopesha nyinyi ingawa nyinyi hamtakuwa na pesa
che khu buli ndaalo olaluiilila chimoni chowo bekopia nibo tawe,za kila siku utachoka macho zako hawawakopeshi hao
ekhumaliilikha bala olindiilila oli wakana babaana bowo mwamiia enywe,kwa kumalizia hesabu anayesubiria kuwa labda watoto wako mtaongoza nyinyi
lilakalukha,litarudi
ekholo engeni elabukula bilaamo bino bioosi bilamwicha biowo bioosi bie mu mukuunda mala bilaba khwinywe nanywe wowo ne kimilimo kiowo,ukoo ngeni itachukua laana hizi zote vitakavyopandwa vyako vyote vya kwa shamba kisha vitakuwa kwenu ama kwako na kazi yako
okhapisibwe khukhwola nga ne mubuna sikila se sibi ne khukhwomwa mu bulamu bwowo mwaria wele,utapitishwa kufikia kama mkiangamia sababu shida na kutusiwa kwa uzima wako mkaogopa mungu
wenywe ne khuliinda kamalaka niko aamuelesia enywe tawe,wenu na kulinda sheria ambazo aliwapa nyinyi hapana
bino bikhekesie bibele biowo ne kamasikamo kamaboofu ne kamarafu kakhanyala kaona tawe,hivi vitaonyesha vilivyo vyako na magoti makubwa na makali yasiyoweza kupona
khu lisaaye lienywe mindali na mindali,kwa uzao wenu milele na milele
anabiimba khukhwama khu murwe khukhwola khu bikele,atanifunika kutoka kwa kichwa kufika kwa miguu
kalaba kario sikila aba se mwakholeele khukhwola khu liandiko,yatakuwa hivyo kwa sababu hamjanifanyia kufika kwa andiko
omwami wenywe mu liekhoya ne busangaafu alamubukula enywe aakhaba ne mwabeele nende buli siindu,mfalme wenu kwa upendo na furaha atawachukua nyinyi hata ikiwa mlikuwa na kila kitu
khwako mulakholela basiku niye amuyile mu sibala sikeni nisio mwarobora enywe namwe bakuuka benywe nibo wele omunyali owa bioosi alikho acha khuruma beche mwinywe,kwa hayo mtafanyia maadui ndipo awapeleke kwa nchi ngeni ambayo mliteua nyinyi ama mababu zenu ambao mungu mweza wa vyote ako anaenda kutuma waje kwenu
ebweeneyo mulaba ne njala bulesia ne sichula mulakholela bawele ba babeechwa mulataamba buli siindu,huko mtakuwa na njaa kiu na uchi mtawatumikia miungu waliochongwa mtakosa kila kitu
balamurakho ikhwama khu mirongooro nende lichooki lie sichuuma khukhwola nga ne mabaale,watawaweka kutoka kwa miti na nira ya chuma kufika kama kwa mawe
mu bibala nimwo wele mubunila elala,kwa nchi ambazo mungu aliangamiza kabisa
wele omunyali owa bioosi,mungu muweza wa vyote
omunyali owa bioosi ne akhulakakhebulila nga wele omunyali owa nono buli mulala khwinywe erekekha bioosi wele wenywe nubiita enywe ne bulwaani bwewe khulwe liie mwe chikhabi mu buli siindu nisio mwakhola baasia muli liaba liliangu khukhwingila a amuliindile enywe nga mwabirire mmu sibala sie bikulu  sichiimi sibalaayi sino wele omunyali,mweza vyote alipotuahidinakumbuka mungu mweza wa kila mmoja wenu ajiandae na zana za vita na cchochote mtafanya kitafana hata mtapita eneo lamilima jangwa kwa urahisi lizobarikiwa na mwenyezi munguatawapa baraka na na hata kupita katika eneo la milima na mnachofanya kitafana na hata mtapita eneo la milima na jangwa kwa urahisi
ne wele omunyali owa bioosi  wele wenywe abele ne amboolela ali baboolele oli mukhacha nanywe khulwe kimiiko kamakhumi mwebwaakala namwe mwapana tawe kane kino se mwatambilekho sisiindu sikila ese sendi ne nanywe tawe basiku siosi siosi tawe benywe balamubunia enywe  nono ese khwako khwachiililila ne lukee namuboolela enywe ne se mwarekeere ndo khwabira busa khu balebe befwe sia tawe ne kakhali mwalekelesia lilaka be lisaaye lia esau ba baamenya edomu lia wele omunyali owa bioosi mwaba ne khwayukha khwalekha kumuyila lilielola mala mwacha mu sibala sie biku kukwama elati ne esionigeberi mala lu  nio baamori ba bamenyanga mu khwalola lubeka lwe mu sichiimi sia sibala sie bikulu esio barura khukhupa moabu wele omunyali owa bioosi na ne nanywe bamutimania oli enjukhi amboolela ali mukhanania babaandu ne mutimania mala banuula khukhwa ba moabu namwe mwapana ne nabo ma edomu khukhwola e horima  ne tawe kabe kario sikila ese se ndamuele enywe mwakobola mala mwalilila siakho enywe kamaloba kabwe kosi kosi omunyali owa bioosi naelesia lukoba lwa ari khu lisaaye lyewe,na mungu mweza vyotemungu wenu alikuwa ameniambia etiwaambie eti msiende nao kwa miaka kumi na katika nhi yaomungu mweza vyote akapeana mji waari kwa uzao wake alipeana mji wa ari kutokana na maombi yake
baba baleeyi busa nga baanakimu nio khwacha mu sichiimi lubeka lwa banakimu eli e kholo ekiindi eye babaandu ya shamu nga wele baboofu lukali  nga baanakimu baemi omunyali owa bioosi ne amboolela ne bosi bamanyikhana bali barefaimu ne khulwe chindaalo chingali khwabotoo kakhali bamoabu babalanganga bali khelela sikulu sia edomu si baemi  baori bosi bamenyanga mu bamenya mu maloba ako muau bakholela la babaandu oli muli siimbi khubira bulayi bwene nga baisiraeli ne baba mu sibala edomu sie balebe benywe be kholela baisiraeli bosi batimania baori lisaaye lia esau balaba bari khwinywe khukhwama mu maloba niko wele nono rekeeresia bulayi mukharaki omunyali owa bioosi aba ne aelesia bai kha liie ne nabo tawe sikila se ndikho siraeli odsd nja khumuelesiakho kamaloba kabwe ne wele omunyali owa bioosi siakhaba sikele silala tawe sikila naele akhuboolela ali nono yinyokha mala sia lisaaye lia esau sikulu sia edomu nga mwambukhe luluuchi lwa sereti nio kumukabwa kwewe mukule siakhulia khwenyokha khwambukha luluuchi lwa ne kameechi ke khunywa khukhwama sereti  khukhw,walikuwa warefu sana kama wamakimundiyo tukaenda kwa jangwa upande wa wanakimu ambapo panishi ukoo mwingine walioitwa wabaemiw
khukhwola nga ne khwambukha litooma,hadi tulipovuka bonde
khwabukula kimiiko kamakhumi kataru na munaane,tukachukua miaka kumi na tatu
babaandu baisiraeli baula omwami sihoni,watu wa israeli walipimpiku simioni
baaba banamae bafwiliile,waliokuwa manusuru wa vita
mukambi nga wele omunyali owa bioosi,katika kambi kama mungu mweza vyote
nio naruma barume khukhwama mu leaba ne abalaka,ndiposa wakatuma watumwa kutoka leaba na abalaka
wele omunyali owa sichiimi sia ketemoti bacha khu mwami,mungu muumba wa pori na jangwa la kematotiwakaenda kwa mfalme
khukhwola nga ne sihoni owa heshiboni ne kecha na kamakhuwa khukhwama mu kambi,tangia simioni wa heshiboni alipokuja na habarikutokakambini
enyuma we banamae abo boosi khulekha khubirire mu sibala siowo,baada ya wanavita hao kuacha kupitia katika nchi yake
khulaloonda busa kumuyila kwongene,tutafuata barabara hii pekee
endaalo yino mucha se khulaukhakho tawe,siku ya leomwende tu hivyomsipinde hata kidogo
khulla iubirira siimbi ne lulwakha lwa moabu,tutapita karibu na mpaka wa moabu
siakhulia ne kameechi niko khusutile khulanywa ne khwimbiye baamoni,chkula na maji tuliyoyabebatutayanywa tukiwa tumekaribia baamoni
ne kakhali khulekhe khubi anaania namwe mwabarangana tawe,hata hivyo tusiwasumbue wala kuwachokoza hata kidogo
mbirire mu sibala siowo khola orio nga kenyikhana kabe kario sikila ese se nja khuwele tawe,nilipita katika nhi yakofanya tu ilivyotakikana kwa sababu siwezi kwenda kwa mungu
be lisaaye lia esau bamenyile edomu mumaloba ke baamoni kosi ne bakhukholela efwe,kwa mujibu wa maombi ya esauwanaoishi edomu katika nhi ya watu waliotuhudumia
akhaba bamoa aane kamaloba ako kali ka bosi bakhukholela bario,hata kama bamoa atapeana sehemu ya shamba iyokuwa ya watu wote waliotufanyia kazi
orio khukhwola nga khwingila mu sibabala sikenimumaloba niko wele omwene aana,tangu tufike katika nhi ya ugeninieneo alilolitoa mwenyezi mungu mwenyewe
lisina lie babaandu babamenyangamo ne kakhali omwami sihoni nende amori babalanganga bali basamusumi heshiboni,jina la watu walioishi pamojaisipokuwa mfaime simioni na amori walioitwa basamusumi
barefaimu baba baleeyi lukwali nga sibala siewe tawe,warefalme walikuwa warefu sana sawa na nchi ilivyokuwa
mala amure mu bunyali bwenywe nga lili ne baamoni babatimania mala bamenya lunokawafukuza nakuishi tena,halafu akamweka katika uwezo wake kama ilivyopaswa kuwakisha waamoni wakawafukza na kuishi tena
omuniyali owa bioosi aba akholele ario amboolela ali lola narakikhe khura haeclomu be lisaaye lia esau,mweza vyote aliniambia kuwa ona nimeanza kuweka haecclomu kwa mujibu wa maqmbi ya esau
liikhebulia,kumbukumbu
lukoba luli akari we litooma elio khu ebukwe we luluuchi lwa yoritani khwola kileati mu bunyali bwefwe,ngome inayopatikana katika lile bonde katika eneo la mashariki mwa mto yorudani tukafika kilaeti kwa uwezo wetu
se khwatiila sibala khukhwama mu litooma lia iwabao,tulitwaa nchi kuanzia kwenye bonde la iwabao
lukoba lulwaba lulaayi khwifwe arinoni khukhwola khu sikulu sia herimoni,ngome iliyokuwa nzuri kwetu arinoni kuelekea hadi kwenye mlima wa herimoni
basidoni balanganga sikulu sie baamori namwe khu sikiingi sie herimoni bali sirioni ne baamori basi luluuchi lwa yaboki namwe khu ngoba langanga bali seniri,wasidoni huita mlima huu mlima wa waamori au ukanda wa herimoni kama sirioni na waamori
khwatiila sibala sioosi sisieteleela ne kamaloba koosi ka gileati ne ka bashani khucha khukhwola ebukwe khu chingoba cha saleka etrei,tukatwaa eneo nzima lililokaliwa na nchi ya gilaeti na ile ya washani kuelekea hadi kwenye ngome za waseka na waetrei
khwaluungikha sibala sia basha ne babaandu bewe ne sibala esio,tukalenga nchi ya wabasha na watu wa nchi hiyo
khwabukula sibala siaba esio sioosi mu bunyali bwenywe,tulinyakua nchi hiyo yote kwa uwezo wake
naelesia chikholo cha rubeni ne niko mwakholela sihoni omwami owe lukoba lwa baamori owamenyanga mu heshiboni,akapatia makabila ya rubeni na yale muliyomufanyia sihoni mtawala wa ngome ya waamori aliyeishi kule heshiboni
siise esio khwaambania chingoba che sibala sisiaba ne sisikale sioo choosi,wakati huotukaunganisha jamii zilizoko kwenye nchi hiyo zote ambazo zilikuwa zimebaki
mbao lukoba nilwo musibala sia kileati ne bashani sioosi nisio oku khukhatiila tawe,hakuna mji uliopo katika nchi ya kilaeti na bshani nzima ambao mfalme oku hakutwaa
khwatiila chingoba chili khulukoongo lwa arikobu lwoosi choosi nechili alala kamakhumi sita,tulinyakua miji iliyoko kwenye ukanda mzima wa arikobu miji hiyo yote sitini
sibala sie bashani siaba siamanyikhana nga lukongo lwa arikobu lwosi niio omwami we sibala sie barefaimu,nchi ya washani ilikuwa imejulikana kama ukanda wa arikobu ambao pia ulitawaliwa na mfalme wa warefaimu
chingoba chino choosi mu kholo eya manase chaba chabotookhelelwa ne lisiisi lileeyi,miji hii yote iliyomo kwenye ukoo wa manase ilizungukwa na ukuta mrefu
lukoba lwoosi lwa arikobu lwaba ne bilibwa bileeyi ne bichuuma khukhwola khu lwakha lwa keshuri,mji mzima wa arikobu ulikuwa na malango marefu yalikuwa na vyuma vilivyoelekea mpakani
lundi biabao bichuma bifunga bilibwa,tena kulikuwa na vyuma vilivyotumika kufunga malango
maaka atiuukha birekere ebio ali hafotiyairi mala sebiaba ne kamasiisi tawe,maaka alivitaja vijiji hivyo kama hafotiyairi ingawa havikuwa na kuta
khwababunia elala boosi ne bibiakholekhana bisimanyikhana busa khukhwola luno,tuliwaangamiza kabisa wote na vyote vilivyofanyika vinajulikana hadi leo
khwonakaka buli lukoba khulukongo lwa aroeri siimbi ne litooma lia arinoni,tuliaharibu kila mji katika eneo la aroeri karibu na bonde la arinoni
khwabunia baseecha bakhasi ne babaana khukhwama mu kholo eya manase,tuliwaangamiza wanaume wanawake na watoto
ne kakhali khwabukula chikhaafu cha wagileati ne kimiaandu kie mungoba,ingawa tulichukua ngombe wa wagileti na mali kutoka miji
nono siise esio khwanuula baamori abo sibala siili akari we litooma khukhwola engelekha we luluuchi lwa yoritani,wakati huo tuliwanyangnya waamori hao ardhi iliyopo katikati mwa bonde lilo ngambo ya mto yordani
lulwakha lwe baamoni lwaba simbi sie bikulu bia lebanoni lubeka lwe mumbo,mpaka wa waamoni ulikaribia milima ya lebanoni upande wa magharibi
lulwakha lwola khu luuchi lwa yoritani ne lucha khukhwola khu nyanja eya kalilaya lubeka lwe ebukwe,mpaka ulifikia mto yordani unapoelekeakwenye bahari ya galilaya upande wa mashariki
mala kamboolela aliwanyalile orio ne okhakholarakho khu kano lundi tawe,halafu akaniambia kwamba imetosha usirudie tena yale ambayo amefanya
wele omunyali we bibindu bioosi kambambila lirima sikila enywe,mungu awezaye yote akanikasikia kwa sababu yenu
wikha khukhwola khu nyanja ya araba yaani enyanja eya chumbe khundulo khwe sikulu sia pisika,unateremka hadi bahari ya araba yaani bahari ya chumvi kando ya mlima wa pisikia
noli khumiikha kia pisika ne wolilekho onyala walola ebunaswa ebunafubo emumbo nende ebukwe,ukiwa kwenye miinuko ua pisikia unaweza kutazama maeneo ya yaliyoko kasikazini kusini magharibi na mashariki
loleelesia bulayi nisio obona ne olambukha luluuchi lwa yoritani,kuwa mwangalifu kwa kile utachoona utakapovuka mto yorudani
wele wenywe amuelesie enywe sibala sino ne kakhali naeelesia yoshua kamalaka mala mu menyemo,mungu wenu amewapa nchi hii lakini nimemkabidhi yoshua sheria na ni sharti muyatii
buli mundu omuremo kumwoyo lundi omutinyilisie,kila mtu umtie moyo na umuhimize
bali ne kamaani ke liie boosi barangire ebweeni we baisiraeli,wale ambao wana nguvu za kushiriki kwenye vita watangulie mbele ya wasiraeli
nenya baisiraeli banyoole kamaloba niko olabona ako,ninaamuru waisireali wapate ardhi ambayo utaona
efwe khulasikala mwitooma lilialoleela lukoba lwa betipeori ne chikhaafu bakhasi benywe bongene ne babaana,sisi tutabaki humu bondeni tukichunga mjiwa betipeori na ngombe wanawake na watoto
manyile ndi muli ne chikhaafu,ninajua kwamba mumefuga ngombe
uyono niye olemeelela babaandu bano balasikala enyuma mungoba nicho muelesie enywe,huyu ndiye atakayesimamia watu hawa ambao watabaki nyuma kwenye miji niliyowapa
musa aboolela baisiraeli barie wele,musa aliwaambia waisiraeli kumtii mungu
baisiraeli ria kamalaka koosi niko wele omunyali amwekisia mwesi,waisiraelitii sheria ambazo mulipewa na mwenyezi mungu
wele wenywe abaelesia kamaloba engelekha wa yoritani,mungu wenyu atawapa ardhi ngambo ya mto yorudani
enyuma wako mulayindila mala mwingile buli mulala mu maloba kewe mu sibala nisio wele omunyali owa bioo niko anamuelesia,fauka ya hayo mutabarikiwa kisha kila mmoja mmoja ataingia kwenye ardhi yake katika nchi mutakayopewa na munga mwenyezi
wele owe bakuuka benywe amuelesie sibala sia kanaani,mungu wa mababuu zetu amewapa nchi ya kanaani
mukhatasakho liosi liosi khu koosi niko wele omunyali owa biosi amulakile,msiongeze jambo lolote kwa yale ambayo mungu awezye yote amewaahidi
ria kamalaka ka abo sihoni ne oku,tii amri za hawa akina sihoni na oku
wele akhakhole busa ario khu bwami nibwo muelesie enywe,mungu atatimiza ipasavyo kwa ufalme ambao nimawapa
okhabaria basiku tawe sikila wele omunyali wele wenywe alamupanila,usiwaogope maadui kwa vile mungu mwenyezi atawapigania
enywe mumwasuubila wele omunyali musa afukiililwe,nyinyi munaoamini mungu myenyezi
wele wenywe asibalindile khukhwola endaalo yino,mungu wenu anawalinda kufikia siku hii
lola ese namwekisia enywe kamalaka kabalinda mwi menya lienywe,tazama mimi nimewaonyesha sheria zinazowalinda katika maisha yenu
lisanduku lino nilio basiikhilamo omufu namwe sitanda,sanduku hili ndilo maiti itazikiwa ndani au kitanda
sino sichuuma namwe libaale,hiki ni kichuma au jiwe
liikhebulila,kumbukumbu
se eliio ekholo ekiindi yakhaba ne eli ye kamaani kamakali rira mu mulilo khu sikulu sia sinai eli ne wele ooli mwabonakho efwaani yosi yosi tawe,hakuna ukoo nyingine hata kama una nguvu nyingi huwasha moto kwa mlima wa sinaiulio na mungu hamkuwahi ona sanamu yoyote
siimbi ne nayo nga wele omunyali owa bioosi khwako ba barekerefu,karibu na iyo kama mungu mweza wa vyote kwa hayo wasikivu
mukhakhola murio mwakhola bubwoni khulwe khu lwosi ne khwenya buyeeti khu wele wefwe ne ali nafwe,msifanye hivyo mkafanya dhambi kwa hayo yote na kutaka usaidizi kwa mungu wetu akiwa nasi
khwikholela bifwaani bie sisiindu siosi siosi siakhaba sio omundu owe sisecha siimbi abechanga siimbi ne nafwe,tujifanyie sanamu za kitu chochote hata kama ni ya mtu wa kiume ambaye huwa karibu nasi
se eliio ekholo ekiindi namwe owe siikhasi tawe,hakuna ukoo mwingine ama wa kike hapana
mukhekholelakho sifwaani sie esangi namwe enyuni yakhaba ne eli eye kamaani lukali ne kamalaka kaali busa nga niko ese mwekeesie enywe endaalo yino tawe,msijifanyie sanamu ya mnyama ama ndege hata kama wana nguvu sana na sheria iliyo kama ambayo mimi nimewaonyesha nyinyi siku hii
simoola namwe engeeni tawe,kikatambbacho ama samaki hapana
mukhaba barekerefu nio mulekhe khukhwibilila khukhola murio mwasaaya bie mu ngaaki niko mwabona ne chimoni chenywe nga enyanga namwe kumwesi,msiwe wasikivu ndipo muache kusahau kufanya hivyo mkaabudu vya juu amayo mliona na macho zenu kama jua ama mwezi
namwe boolela babaana benywe ne babechukhulu benywe,ama ambia watotot wenu na wajukuu zenu
khebulila endaalo niyo mwemela a sikulu sia sinai ebweeni wa wele omunyali owa bioosi,kumbuka siku ambayo mlisimamia kwa mlima wa sinai mbele ya mungu mweza wa vyote
ebio bili bibiindu nibio wele wenywe aelesia babaandu babaandi boosi,hivyo ni vitu ambavyo mungu wenu aliwapatia watu wengine wote
wele omunyali owa bioosi amboolela ali buli abuundu khu sibala khubisaaye,mungu mweza wa vyote akaniambia kuwa kila mahali kwa nchi tuviabudu
ne kakhali enywebuusia babaandu alala baulile nilio nenya khuloma,isipokuwa nyinyi wakusanye watu pamoja wasikie ambayo nataka kusema
nio beyike khuuba ne liiria khwise,ndipo wajifunze kuwa na utiifu kwangu
biise bioosi nibio khwama mu misiri sibala sisiaba nga balimenyela mu sibala baliekisia sisiooso khwinywe nio mube babaana babwe,muda wote ambao tulitoka misri nchi iliyokuwa jinsi watakavyoishi kwa nchi wataonyesha mwangakwenu ndipo muwe watoto wao
babaandu be kumukabwa kwewe nga ne muli,watu wa talanta zake kama mlivyo
boolela babaana benywe nga mwakhaba luno,ambia watoto wenu jinsimlivyo leo
khutasa khwako wele omunyali owa bioosi ambambila lirima sikila sisiaba ne sifuniikhwe ne lifuumbi mu maayo ke sikulu nio echuba ali ese se nambukha ne sisiilima ne kumulilo kukwatirira luluuchi lwa yoritani tawe,kuongezea kwa hayo mungu mweza wa vyotealinishikia hasira kwa sababu kikiwa kimefunikwa na vumbi kwa bonde ya mlima ndipo akaapa kuwa mimi sinuki na giza na moto hukuwaka mtoni yordani
